CompoundID,ChemOntID,ParentName
YKJZHLWHFWFOOE-UHFFFAOYSA-N
YYMCWFXIWNIWDG-MDZDMXLPSA-N
ZTIQVTYRAKYNNG-KTKRTIGZSA-N
YHRQPMFBFLVLRD-AATRIKPKSA-N
RDRGQWUCWBAIAJ-UHFFFAOYSA-N
HJWDNWKQENUSKL-UHFFFAOYSA-N
YDJRVQVCDFEELI-UHFFFAOYSA-N
FFIBJJOZVSGVBR-UHFFFAOYSA-N
UOQOUWOYMBASAO-UHFFFAOYSA-N
WZNQZZJRYURJIJ-UHFFFAOYSA-N
MLKQHMJPMYVWPQ-UHFFFAOYSA-N
MYSVIHDTTMHNBZ-UHFFFAOYSA-N
VJHNSQYVHXDHDD-UHFFFAOYSA-N
CURBBCMTJOMQPX-UHFFFAOYSA-N
UUCKLCMMGIDXLB-UHFFFAOYSA-N
FVGHKAZJGGIEJE-UHFFFAOYSA-N
UXHNYNXKXHRDRI-UHFFFAOYSA-N
NPPJTURUPWYKJT-UHFFFAOYSA-N
NXRUXRPNYSMFBT-UHFFFAOYSA-N
PPDBCMNNWDFEBX-UHFFFAOYSA-N
OIKROLCDGDKWOB-UHFFFAOYSA-N
CNGSHHVQMBVFJU-UHFFFAOYSA-N
GVUUBLCNKIUBCU-UHFFFAOYSA-N
XGWZYXSWZFNHST-UHFFFAOYSA-N
ZRAPHEBMDYQXKR-UHFFFAOYSA-N
JOWNKGKORZZMQJ-UHFFFAOYSA-N
JKECTUZIIDXPBK-UHFFFAOYSA-N
HEVXLPBSUCJVAQ-MDZDMXLPSA-N
LKRPHZYEHGSXSX-UHFFFAOYSA-N
BXBAGJFJJLLOFQ-UHFFFAOYSA-N
FVIRQYXEHTWTEN-ZHACJKMWSA-N
PEIIENVTTVJCFK-ZHACJKMWSA-N
YANBKTMPGURWFR-LBPRGKRZSA-N
WXENHPAZQBDKCR-UHFFFAOYSA-N
YTRJTJFOEVEHJQ-UHFFFAOYSA-N
PMQFUSQKXPTANQ-UHFFFAOYSA-N
OVGUMLRVVXSFAI-UHFFFAOYSA-N
DJSOWYSMQHQIEA-UHFFFAOYSA-N
RZCRYLKTHSJLBL-UHFFFAOYSA-N
AGLRUAXFXUNBPL-UHFFFAOYSA-N
VHQPJMOEFVVQOQ-UHFFFAOYSA-N
NUTIXYUHENBVIH-UHFFFAOYSA-N
LRAPRKCGMBCWBT-UHFFFAOYSA-N
IZVHGWPJDQCENH-UHFFFAOYSA-N
IHVKEEKMTGIJAC-UHFFFAOYSA-N
GRONVOGSDOJOMG-UHFFFAOYSA-N
GVQLTVPJABMNKV-UHFFFAOYSA-N
LKRFHGYECXRRCO-UHFFFAOYSA-N
XRJOSQBVAFAQLD-UHFFFAOYSA-N
LZFQRXBEWMGXCV-UHFFFAOYSA-N
NSBVIINREWNFBG-UHFFFAOYSA-N
PRNVGHGNJXFTHC-UHFFFAOYSA-N
BOYZHAJSEIKQJF-UHFFFAOYSA-N
UTGMDFONUNJYQP-UHFFFAOYSA-N
WJJLDAJDILRAIQ-UHFFFAOYSA-N
TWWKBXLEMSYGDN-UHFFFAOYSA-N
OKGLOYGZHPISAT-UHFFFAOYSA-N
GOGTWYLQXDFYLB-UHFFFAOYSA-N
WBRRXKYZKXUCEC-UHFFFAOYSA-N
DGGPKXGXAMHXRO-UHFFFAOYSA-N
CVDQSDFNFUHPMJ-UHFFFAOYSA-N
DOSHUJGCYZNXCI-UHFFFAOYSA-N
LWBFIZBQVRDUMY-UHFFFAOYSA-N
AYGQUFGXOJWAHD-UHFFFAOYSA-N
TYQCHITWYOTIFA-UHFFFAOYSA-N
PTXKWJXZIMEWED-UHFFFAOYSA-N
PPUSJGXNIQTKKU-UHFFFAOYSA-N
FNSPZXDCIDFIRN-UHFFFAOYSA-N
ZVXRGSDDMVCMAC-UHFFFAOYSA-N
WYRJFTUIUJWTAZ-UHFFFAOYSA-N
NVFQNBMOSVRDKT-UHFFFAOYSA-N
UGFXQBRWNPEHCX-UHFFFAOYSA-N
NEJLFAOQVKBWGF-UHFFFAOYSA-N
GGNUMNDMVWGGDT-UHFFFAOYSA-N
SMMWOXYSHFOYOO-UHFFFAOYSA-N
YKENHQTWUXRYMG-UHFFFAOYSA-N
VMRPHIVWFJYIAT-UHFFFAOYSA-N
ZEDPGKKABRRDOI-UHFFFAOYSA-N
BRRGTLLRWUMHPU-UHFFFAOYSA-N
HVCCJAGBETTYBM-UHFFFAOYSA-N
KWFMWQPZLZBGNV-UHFFFAOYSA-N
UMCLOXLDDVEOLA-UHFFFAOYSA-N
GDLVNFLVQZLITO-UHFFFAOYSA-N
MCPDISCUAORQND-UHFFFAOYSA-N
FTFNKIRZNVNZPZ-UHFFFAOYSA-N
FENJPRAABBPMJS-UHFFFAOYSA-N
FCLLNLYTXISZED-UHFFFAOYSA-N
SXFRDEDUVCJACW-UHFFFAOYSA-N
XRLACESVVGHFFY-UHFFFAOYSA-N
KBFHZCAAMBBYBR-UHFFFAOYSA-N
VHMMSZQYRUIPAO-UHFFFAOYSA-N
WZLZLYXCZVEIFB-UHFFFAOYSA-N
SRWGMVBQWZOVIC-UHFFFAOYSA-N
MONPRLFSQRSMRX-UHFFFAOYSA-N
HNEIEHLSYFASRF-UHFFFAOYSA-N
HKIAJKAAQOMBLB-UHFFFAOYSA-N
PNQIBRNIIQDBRV-UHFFFAOYSA-N
GQEUJJBKENEAJT-UHFFFAOYSA-N
LTVUABDWCBOKFI-UHFFFAOYSA-N
WJOVQJSWBJCMJE-RAXLEYEMSA-N
HDKWEMAGDVUHNF-UHFFFAOYSA-N
WJOVQJSWBJCMJE-JLHYYAGUSA-N
NGFKFXGBSQBUPT-UHFFFAOYSA-N
VTSWOTJXCCKPFI-UHFFFAOYSA-N
YZFGRENEUCLZLK-UHFFFAOYSA-N
RUVRGUBFCPLVCZ-UHFFFAOYSA-N
QFMNBGCPRJYFNY-GFCCVEGCSA-N
GSRJPHNVKPGXHU-UHFFFAOYSA-N
GYFMQJWVDAIXLJ-UHFFFAOYSA-N
YXZJVNQYLQMBHR-UHFFFAOYSA-N
OTASQCGOBJBWCF-UHFFFAOYSA-N
QIPOVLUFFYDMLH-UHFFFAOYSA-N
JWSSINURIURKPI-KTKRTIGZSA-N
CKGHFCVEZOYAOG-UHFFFAOYSA-N
RLVINFWLPSOQHJ-VAWYXSNFSA-N
LDWGJYAAQHHQTJ-UHFFFAOYSA-N
GIHFSHYTNPSBQF-UHFFFAOYSA-N
LTONXTDFGYBAOX-UHFFFAOYSA-N
UJXZOGCYFWARKH-UHFFFAOYSA-N
NYYDLBGLDBHKJA-UHFFFAOYSA-N
NROSHTUPINYZBK-UHFFFAOYSA-N
MBWXMISVSPVDBT-UHFFFAOYSA-N
XUMFEWXFDDGLRL-UHFFFAOYSA-N
FIORNISVNJNNIE-UHFFFAOYSA-N
DFCRCHVWQMXBIC-UHFFFAOYSA-N
QZSJCMCZIBMSAE-UHFFFAOYSA-N
QFYWLKHRYDIOSX-UHFFFAOYSA-N
NUEPIFKODAUSAU-UHFFFAOYSA-N
JZIYVNHCXWTXNC-UHFFFAOYSA-N
ISTGUORKGWWKMI-UHFFFAOYSA-N
XQOIZXGCFHQCPS-UHFFFAOYSA-N
OTCQCMXKSHVPCX-UHFFFAOYSA-N
QYSRFRQIQZKDFO-UHFFFAOYSA-N
HKRSOTBYCJMFTJ-UHFFFAOYSA-N
DLOBLFKSDISZMC-UHFFFAOYSA-N
QUGMZNIFJDARJV-UHFFFAOYSA-N
XOFKNZBRRQDOAV-UHFFFAOYSA-N
LGRAJBIRLFSLRM-UHFFFAOYSA-N
KHKJMJPOXGEQGW-UHFFFAOYSA-N
YUEBWLLXROKBBP-UHFFFAOYSA-N
YYIAWZITEMQFJT-UHFFFAOYSA-N
DZCOSLMRVSLTAK-CSKARUKUSA-N
VMLAKHNLMHWGIZ-UHFFFAOYSA-N
ANFBEFPMCBVVDN-UHFFFAOYSA-N
REUUJTAEHKPPNH-UHFFFAOYSA-N
RUFZUENRSLGFQX-UHFFFAOYSA-N
FGZVHXCJVPTHKF-UHFFFAOYSA-N
XDKDLRRTWWDQJX-UHFFFAOYSA-N
RZEVZPUEHWEWLX-UHFFFAOYSA-N
ICRFHYBLFREFLY-UHFFFAOYSA-N
RHOVUIYEKABFTI-UHFFFAOYSA-N
WRTIBUZACDUXTG-UHFFFAOYSA-N
VOMNGRBGAFLEFL-UHFFFAOYSA-N
POFKQPYUTWBSJV-UHFFFAOYSA-N
BRSJLWHHCAVFRU-UHFFFAOYSA-N
KVFVSSRNFPZZAU-UHFFFAOYSA-N
QHOSPKLEKYPTTO-UHFFFAOYSA-N
COEQTMDDELCKFP-UHFFFAOYSA-N
ABQOTJVKINFZJG-UHFFFAOYSA-N
